Number,Biome,GEZ_TERM,Region,Site,Species/forest type,Latitude,Longitude,Temp,Precip,AGB,Age,Reference 1,Method used to determine tree age,FullBibEntry
627,Temperate,Temperate oceanic forest,Europe,Coulissenhieb,,50.15,11.87,4.5,1000,124.4,148,"Luyssaert et al., 2007",Tree rings,"Luyssaert, S., Inglima, I., Jung M., Richardson, A.D., Reichstein, M., Papale, D., Piao, S.L., Schulze, E.D., Wingate, L., Matteucci, G., Aragao, L., Aubinet, M., Beer, C., Bernhofer, C., Black, K.G., Bonal, D., Bonnefond, J.M., Chambers, J., Ciais, P., Cook, B., Davis, K.J., Dolman, A.J., Gielen, B., Goulden, M., Grace, J., Granier, A., Grelle, A., Griffis, T., GrÜNwald, T., Guidolotti, G., Hanson, P.J., Harding, R., Hollinger, D.Y., Hutyra, L.R., Kolari, P., Kruijt, B., Kutsch, W., Lagergren, F., Laurila, T., Law, B.E., Le Maire, G., Lindroth, A., Loustau, D., Malhi, Y., Mateus, J., Migliavacca, M., Misson, L., Montagnani, L., Moncrieff, J., Moors, E., Munger, J.W., Nikinmaa, E., Ollinger, S.V., Pita, G., Rebmann, C., Roupsard, O., Saigusa, N., Sanz, M.J., Seufert, G., Sierra, C., Smith, M.L., Tang, J., Valentini, R., Vesala, T. & Janssens, I.A. (2007) The CO2-balance of boreal, temperate and tropical forest derived from a global database. Global Change Biology, 13, 2509-2537."
628,Tropical,Tropical moist deciduous forest,South America,Dimona,,2.5,-60,26.2,2620,178,100,"Luyssaert et al., 2007",No,"Luyssaert, S., Inglima, I., Jung M., Richardson, A.D., Reichstein, M., Papale, D., Piao, S.L., Schulze, E.D., Wingate, L., Matteucci, G., Aragao, L., Aubinet, M., Beer, C., Bernhofer, C., Black, K.G., Bonal, D., Bonnefond, J.M., Chambers, J., Ciais, P., Cook, B., Davis, K.J., Dolman, A.J., Gielen, B., Goulden, M., Grace, J., Granier, A., Grelle, A., Griffis, T., GrÜNwald, T., Guidolotti, G., Hanson, P.J., Harding, R., Hollinger, D.Y., Hutyra, L.R., Kolari, P., Kruijt, B., Kutsch, W., Lagergren, F., Laurila, T., Law, B.E., Le Maire, G., Lindroth, A., Loustau, D., Malhi, Y., Mateus, J., Migliavacca, M., Misson, L., Montagnani, L., Moncrieff, J., Moors, E., Munger, J.W., Nikinmaa, E., Ollinger, S.V., Pita, G., Rebmann, C., Roupsard, O., Saigusa, N., Sanz, M.J., Seufert, G., Sierra, C., Smith, M.L., Tang, J., Valentini, R., Vesala, T. & Janssens, I.A. (2007) The CO2-balance of boreal, temperate and tropical forest derived from a global database. Global Change Biology, 13, 2509-2537."
629,Temperate,Temperate mountain system,North America,Emigrant Butte 6,,43.49,-122.19,6.4,980,403.2,118,"Luyssaert et al., 2007",Tree rings,"Luyssaert, S., Inglima, I., Jung M., Richardson, A.D., Reichstein, M., Papale, D., Piao, S.L., Schulze, E.D., Wingate, L., Matteucci, G., Aragao, L., Aubinet, M., Beer, C., Bernhofer, C., Black, K.G., Bonal, D., Bonnefond, J.M., Chambers, J., Ciais, P., Cook, B., Davis, K.J., Dolman, A.J., Gielen, B., Goulden, M., Grace, J., Granier, A., Grelle, A., Griffis, T., GrÜNwald, T., Guidolotti, G., Hanson, P.J., Harding, R., Hollinger, D.Y., Hutyra, L.R., Kolari, P., Kruijt, B., Kutsch, W., Lagergren, F., Laurila, T., Law, B.E., Le Maire, G., Lindroth, A., Loustau, D., Malhi, Y., Mateus, J., Migliavacca, M., Misson, L., Montagnani, L., Moncrieff, J., Moors, E., Munger, J.W., Nikinmaa, E., Ollinger, S.V., Pita, G., Rebmann, C., Roupsard, O., Saigusa, N., Sanz, M.J., Seufert, G., Sierra, C., Smith, M.L., Tang, J., Valentini, R., Vesala, T. & Janssens, I.A. (2007) The CO2-balance of boreal, temperate and tropical forest derived from a global database. Global Change Biology, 13, 2509-2537."
630,Temperate,Temperate mountain system,North America,Frazer old,,39.9,-105.87,2.9,740,79,245,"Luyssaert et al., 2007",Tree rings,"Luyssaert, S., Inglima, I., Jung M., Richardson, A.D., Reichstein, M., Papale, D., Piao, S.L., Schulze, E.D., Wingate, L., Matteucci, G., Aragao, L., Aubinet, M., Beer, C., Bernhofer, C., Black, K.G., Bonal, D., Bonnefond, J.M., Chambers, J., Ciais, P., Cook, B., Davis, K.J., Dolman, A.J., Gielen, B., Goulden, M., Grace, J., Granier, A., Grelle, A., Griffis, T., GrÜNwald, T., Guidolotti, G., Hanson, P.J., Harding, R., Hollinger, D.Y., Hutyra, L.R., Kolari, P., Kruijt, B., Kutsch, W., Lagergren, F., Laurila, T., Law, B.E., Le Maire, G., Lindroth, A., Loustau, D., Malhi, Y., Mateus, J., Migliavacca, M., Misson, L., Montagnani, L., Moncrieff, J., Moors, E., Munger, J.W., Nikinmaa, E., Ollinger, S.V., Pita, G., Rebmann, C., Roupsard, O., Saigusa, N., Sanz, M.J., Seufert, G., Sierra, C., Smith, M.L., Tang, J., Valentini, R., Vesala, T. & Janssens, I.A. (2007) The CO2-balance of boreal, temperate and tropical forest derived from a global database. Global Change Biology, 13, 2509-2537."
631,Temperate,Temperate oceanic forest,Europe,Gemös,,50.15,11.87,4.5,1000,139.7,114,"Luyssaert et al., 2007",Tree rings,"Luyssaert, S., Inglima, I., Jung M., Richardson, A.D., Reichstein, M., Papale, D., Piao, S.L., Schulze, E.D., Wingate, L., Matteucci, G., Aragao, L., Aubinet, M., Beer, C., Bernhofer, C., Black, K.G., Bonal, D., Bonnefond, J.M., Chambers, J., Ciais, P., Cook, B., Davis, K.J., Dolman, A.J., Gielen, B., Goulden, M., Grace, J., Granier, A., Grelle, A., Griffis, T., GrÜNwald, T., Guidolotti, G., Hanson, P.J., Harding, R., Hollinger, D.Y., Hutyra, L.R., Kolari, P., Kruijt, B., Kutsch, W., Lagergren, F., Laurila, T., Law, B.E., Le Maire, G., Lindroth, A., Loustau, D., Malhi, Y., Mateus, J., Migliavacca, M., Misson, L., Montagnani, L., Moncrieff, J., Moors, E., Munger, J.W., Nikinmaa, E., Ollinger, S.V., Pita, G., Rebmann, C., Roupsard, O., Saigusa, N., Sanz, M.J., Seufert, G., Sierra, C., Smith, M.L., Tang, J., Valentini, R., Vesala, T. & Janssens, I.A. (2007) The CO2-balance of boreal, temperate and tropical forest derived from a global database. Global Change Biology, 13, 2509-2537."
632,Subtropical,Subtropical mountain system,North America,Grants Pass 6,,42.47,-123.27,10.2,1390,396.6,307,"Luyssaert et al., 2007",Tree rings,"Luyssaert, S., Inglima, I., Jung M., Richardson, A.D., Reichstein, M., Papale, D., Piao, S.L., Schulze, E.D., Wingate, L., Matteucci, G., Aragao, L., Aubinet, M., Beer, C., Bernhofer, C., Black, K.G., Bonal, D., Bonnefond, J.M., Chambers, J., Ciais, P., Cook, B., Davis, K.J., Dolman, A.J., Gielen, B., Goulden, M., Grace, J., Granier, A., Grelle, A., Griffis, T., GrÜNwald, T., Guidolotti, G., Hanson, P.J., Harding, R., Hollinger, D.Y., Hutyra, L.R., Kolari, P., Kruijt, B., Kutsch, W., Lagergren, F., Laurila, T., Law, B.E., Le Maire, G., Lindroth, A., Loustau, D., Malhi, Y., Mateus, J., Migliavacca, M., Misson, L., Montagnani, L., Moncrieff, J., Moors, E., Munger, J.W., Nikinmaa, E., Ollinger, S.V., Pita, G., Rebmann, C., Roupsard, O., Saigusa, N., Sanz, M.J., Seufert, G., Sierra, C., Smith, M.L., Tang, J., Valentini, R., Vesala, T. & Janssens, I.A. (2007) The CO2-balance of boreal, temperate and tropical forest derived from a global database. Global Change Biology, 13, 2509-2537."
633,Temperate,Temperate oceanic forest,Europe,Gribskov,,55.96,12.25,7.5,632,158.6,118,"Luyssaert et al., 2007",Tree rings,"Luyssaert, S., Inglima, I., Jung M., Richardson, A.D., Reichstein, M., Papale, D., Piao, S.L., Schulze, E.D., Wingate, L., Matteucci, G., Aragao, L., Aubinet, M., Beer, C., Bernhofer, C., Black, K.G., Bonal, D., Bonnefond, J.M., Chambers, J., Ciais, P., Cook, B., Davis, K.J., Dolman, A.J., Gielen, B., Goulden, M., Grace, J., Granier, A., Grelle, A., Griffis, T., GrÜNwald, T., Guidolotti, G., Hanson, P.J., Harding, R., Hollinger, D.Y., Hutyra, L.R., Kolari, P., Kruijt, B., Kutsch, W., Lagergren, F., Laurila, T., Law, B.E., Le Maire, G., Lindroth, A., Loustau, D., Malhi, Y., Mateus, J., Migliavacca, M., Misson, L., Montagnani, L., Moncrieff, J., Moors, E., Munger, J.W., Nikinmaa, E., Ollinger, S.V., Pita, G., Rebmann, C., Roupsard, O., Saigusa, N., Sanz, M.J., Seufert, G., Sierra, C., Smith, M.L., Tang, J., Valentini, R., Vesala, T. & Janssens, I.A. (2007) The CO2-balance of boreal, temperate and tropical forest derived from a global database. Global Change Biology, 13, 2509-2537."
634,Tropical,Tropical rainforest,South America,Guyaflux,,5.28,-52.91,25.8,2914,218.4,100,"Luyssaert et al., 2007",No,"Luyssaert, S., Inglima, I., Jung M., Richardson, A.D., Reichstein, M., Papale, D., Piao, S.L., Schulze, E.D., Wingate, L., Matteucci, G., Aragao, L., Aubinet, M., Beer, C., Bernhofer, C., Black, K.G., Bonal, D., Bonnefond, J.M., Chambers, J., Ciais, P., Cook, B., Davis, K.J., Dolman, A.J., Gielen, B., Goulden, M., Grace, J., Granier, A., Grelle, A., Griffis, T., GrÜNwald, T., Guidolotti, G., Hanson, P.J., Harding, R., Hollinger, D.Y., Hutyra, L.R., Kolari, P., Kruijt, B., Kutsch, W., Lagergren, F., Laurila, T., Law, B.E., Le Maire, G., Lindroth, A., Loustau, D., Malhi, Y., Mateus, J., Migliavacca, M., Misson, L., Montagnani, L., Moncrieff, J., Moors, E., Munger, J.W., Nikinmaa, E., Ollinger, S.V., Pita, G., Rebmann, C., Roupsard, O., Saigusa, N., Sanz, M.J., Seufert, G., Sierra, C., Smith, M.L., Tang, J., Valentini, R., Vesala, T. & Janssens, I.A. (2007) The CO2-balance of boreal, temperate and tropical forest derived from a global database. Global Change Biology, 13, 2509-2537."
635,Temperate,Temperate oceanic forest,Europe,Hainich,,51.08,10.45,8.1,795,204.8,270,"Luyssaert et al., 2007",Tree rings,"Luyssaert, S., Inglima, I., Jung M., Richardson, A.D., Reichstein, M., Papale, D., Piao, S.L., Schulze, E.D., Wingate, L., Matteucci, G., Aragao, L., Aubinet, M., Beer, C., Bernhofer, C., Black, K.G., Bonal, D., Bonnefond, J.M., Chambers, J., Ciais, P., Cook, B., Davis, K.J., Dolman, A.J., Gielen, B., Goulden, M., Grace, J., Granier, A., Grelle, A., Griffis, T., GrÜNwald, T., Guidolotti, G., Hanson, P.J., Harding, R., Hollinger, D.Y., Hutyra, L.R., Kolari, P., Kruijt, B., Kutsch, W., Lagergren, F., Laurila, T., Law, B.E., Le Maire, G., Lindroth, A., Loustau, D., Malhi, Y., Mateus, J., Migliavacca, M., Misson, L., Montagnani, L., Moncrieff, J., Moors, E., Munger, J.W., Nikinmaa, E., Ollinger, S.V., Pita, G., Rebmann, C., Roupsard, O., Saigusa, N., Sanz, M.J., Seufert, G., Sierra, C., Smith, M.L., Tang, J., Valentini, R., Vesala, T. & Janssens, I.A. (2007) The CO2-balance of boreal, temperate and tropical forest derived from a global database. Global Change Biology, 13, 2509-2537."
636,Tropical,Tropical rainforest,North America,Hawaii Site 5,,19.75,-155.25,19.3,5800,61.5,100,"Luyssaert et al., 2007",Historical record,"Luyssaert, S., Inglima, I., Jung M., Richardson, A.D., Reichstein, M., Papale, D., Piao, S.L., Schulze, E.D., Wingate, L., Matteucci, G., Aragao, L., Aubinet, M., Beer, C., Bernhofer, C., Black, K.G., Bonal, D., Bonnefond, J.M., Chambers, J., Ciais, P., Cook, B., Davis, K.J., Dolman, A.J., Gielen, B., Goulden, M., Grace, J., Granier, A., Grelle, A., Griffis, T., GrÜNwald, T., Guidolotti, G., Hanson, P.J., Harding, R., Hollinger, D.Y., Hutyra, L.R., Kolari, P., Kruijt, B., Kutsch, W., Lagergren, F., Laurila, T., Law, B.E., Le Maire, G., Lindroth, A., Loustau, D., Malhi, Y., Mateus, J., Migliavacca, M., Misson, L., Montagnani, L., Moncrieff, J., Moors, E., Munger, J.W., Nikinmaa, E., Ollinger, S.V., Pita, G., Rebmann, C., Roupsard, O., Saigusa, N., Sanz, M.J., Seufert, G., Sierra, C., Smith, M.L., Tang, J., Valentini, R., Vesala, T. & Janssens, I.A. (2007) The CO2-balance of boreal, temperate and tropical forest derived from a global database. Global Change Biology, 13, 2509-2537."
637,Tropical,Tropical rainforest,North America,Hawaii Site 6,,19.75,-155.25,13,2600,40.5,100,"Luyssaert et al., 2007",Historical record,"Luyssaert, S., Inglima, I., Jung M., Richardson, A.D., Reichstein, M., Papale, D., Piao, S.L., Schulze, E.D., Wingate, L., Matteucci, G., Aragao, L., Aubinet, M., Beer, C., Bernhofer, C., Black, K.G., Bonal, D., Bonnefond, J.M., Chambers, J., Ciais, P., Cook, B., Davis, K.J., Dolman, A.J., Gielen, B., Goulden, M., Grace, J., Granier, A., Grelle, A., Griffis, T., GrÜNwald, T., Guidolotti, G., Hanson, P.J., Harding, R., Hollinger, D.Y., Hutyra, L.R., Kolari, P., Kruijt, B., Kutsch, W., Lagergren, F., Laurila, T., Law, B.E., Le Maire, G., Lindroth, A., Loustau, D., Malhi, Y., Mateus, J., Migliavacca, M., Misson, L., Montagnani, L., Moncrieff, J., Moors, E., Munger, J.W., Nikinmaa, E., Ollinger, S.V., Pita, G., Rebmann, C., Roupsard, O., Saigusa, N., Sanz, M.J., Seufert, G., Sierra, C., Smith, M.L., Tang, J., Valentini, R., Vesala, T. & Janssens, I.A. (2007) The CO2-balance of boreal, temperate and tropical forest derived from a global database. Global Change Biology, 13, 2509-2537."
638,Temperate,Temperate mountain system,North America,Hellion Rapids 4,,44.48,-123.86,10.3,2330,237.8,85,"Luyssaert et al., 2007",Tree rings,"Luyssaert, S., Inglima, I., Jung M., Richardson, A.D., Reichstein, M., Papale, D., Piao, S.L., Schulze, E.D., Wingate, L., Matteucci, G., Aragao, L., Aubinet, M., Beer, C., Bernhofer, C., Black, K.G., Bonal, D., Bonnefond, J.M., Chambers, J., Ciais, P., Cook, B., Davis, K.J., Dolman, A.J., Gielen, B., Goulden, M., Grace, J., Granier, A., Grelle, A., Griffis, T., GrÜNwald, T., Guidolotti, G., Hanson, P.J., Harding, R., Hollinger, D.Y., Hutyra, L.R., Kolari, P., Kruijt, B., Kutsch, W., Lagergren, F., Laurila, T., Law, B.E., Le Maire, G., Lindroth, A., Loustau, D., Malhi, Y., Mateus, J., Migliavacca, M., Misson, L., Montagnani, L., Moncrieff, J., Moors, E., Munger, J.W., Nikinmaa, E., Ollinger, S.V., Pita, G., Rebmann, C., Roupsard, O., Saigusa, N., Sanz, M.J., Seufert, G., Sierra, C., Smith, M.L., Tang, J., Valentini, R., Vesala, T. & Janssens, I.A. (2007) The CO2-balance of boreal, temperate and tropical forest derived from a global database. Global Change Biology, 13, 2509-2537."
639,Temperate,Temperate mountain system,North America,Hellion Rapids 5,,44.4,-123.79,10.3,2330,332.6,105,"Luyssaert et al., 2007",Tree rings,"Luyssaert, S., Inglima, I., Jung M., Richardson, A.D., Reichstein, M., Papale, D., Piao, S.L., Schulze, E.D., Wingate, L., Matteucci, G., Aragao, L., Aubinet, M., Beer, C., Bernhofer, C., Black, K.G., Bonal, D., Bonnefond, J.M., Chambers, J., Ciais, P., Cook, B., Davis, K.J., Dolman, A.J., Gielen, B., Goulden, M., Grace, J., Granier, A., Grelle, A., Griffis, T., GrÜNwald, T., Guidolotti, G., Hanson, P.J., Harding, R., Hollinger, D.Y., Hutyra, L.R., Kolari, P., Kruijt, B., Kutsch, W., Lagergren, F., Laurila, T., Law, B.E., Le Maire, G., Lindroth, A., Loustau, D., Malhi, Y., Mateus, J., Migliavacca, M., Misson, L., Montagnani, L., Moncrieff, J., Moors, E., Munger, J.W., Nikinmaa, E., Ollinger, S.V., Pita, G., Rebmann, C., Roupsard, O., Saigusa, N., Sanz, M.J., Seufert, G., Sierra, C., Smith, M.L., Tang, J., Valentini, R., Vesala, T. & Janssens, I.A. (2007) The CO2-balance of boreal, temperate and tropical forest derived from a global database. Global Change Biology, 13, 2509-2537."
640,Temperate,Temperate oceanic forest,Europe,Hestehaven,,56.3,10.48,7.1,660,104,85,"Luyssaert et al., 2007",Tree rings,"Luyssaert, S., Inglima, I., Jung M., Richardson, A.D., Reichstein, M., Papale, D., Piao, S.L., Schulze, E.D., Wingate, L., Matteucci, G., Aragao, L., Aubinet, M., Beer, C., Bernhofer, C., Black, K.G., Bonal, D., Bonnefond, J.M., Chambers, J., Ciais, P., Cook, B., Davis, K.J., Dolman, A.J., Gielen, B., Goulden, M., Grace, J., Granier, A., Grelle, A., Griffis, T., GrÜNwald, T., Guidolotti, G., Hanson, P.J., Harding, R., Hollinger, D.Y., Hutyra, L.R., Kolari, P., Kruijt, B., Kutsch, W., Lagergren, F., Laurila, T., Law, B.E., Le Maire, G., Lindroth, A., Loustau, D., Malhi, Y., Mateus, J., Migliavacca, M., Misson, L., Montagnani, L., Moncrieff, J., Moors, E., Munger, J.W., Nikinmaa, E., Ollinger, S.V., Pita, G., Rebmann, C., Roupsard, O., Saigusa, N., Sanz, M.J., Seufert, G., Sierra, C., Smith, M.L., Tang, J., Valentini, R., Vesala, T. & Janssens, I.A. (2007) The CO2-balance of boreal, temperate and tropical forest derived from a global database. Global Change Biology, 13, 2509-2537."
641,Temperate,Temperate mountain system,North America,Hubbard brook,,44,-71.5,6,1325,62.4,110,"Luyssaert et al., 2007",Tree rings,"Luyssaert, S., Inglima, I., Jung M., Richardson, A.D., Reichstein, M., Papale, D., Piao, S.L., Schulze, E.D., Wingate, L., Matteucci, G., Aragao, L., Aubinet, M., Beer, C., Bernhofer, C., Black, K.G., Bonal, D., Bonnefond, J.M., Chambers, J., Ciais, P., Cook, B., Davis, K.J., Dolman, A.J., Gielen, B., Goulden, M., Grace, J., Granier, A., Grelle, A., Griffis, T., GrÜNwald, T., Guidolotti, G., Hanson, P.J., Harding, R., Hollinger, D.Y., Hutyra, L.R., Kolari, P., Kruijt, B., Kutsch, W., Lagergren, F., Laurila, T., Law, B.E., Le Maire, G., Lindroth, A., Loustau, D., Malhi, Y., Mateus, J., Migliavacca, M., Misson, L., Montagnani, L., Moncrieff, J., Moors, E., Munger, J.W., Nikinmaa, E., Ollinger, S.V., Pita, G., Rebmann, C., Roupsard, O., Saigusa, N., Sanz, M.J., Seufert, G., Sierra, C., Smith, M.L., Tang, J., Valentini, R., Vesala, T. & Janssens, I.A. (2007) The CO2-balance of boreal, temperate and tropical forest derived from a global database. Global Change Biology, 13, 2509-2537."
642,Boreal,Boreal coniferous forest,Europe,Ilomantsi 1,,62.85,30.97,2,662,50.3,100,"Luyssaert et al., 2007",Tree rings,"Luyssaert, S., Inglima, I., Jung M., Richardson, A.D., Reichstein, M., Papale, D., Piao, S.L., Schulze, E.D., Wingate, L., Matteucci, G., Aragao, L., Aubinet, M., Beer, C., Bernhofer, C., Black, K.G., Bonal, D., Bonnefond, J.M., Chambers, J., Ciais, P., Cook, B., Davis, K.J., Dolman, A.J., Gielen, B., Goulden, M., Grace, J., Granier, A., Grelle, A., Griffis, T., GrÜNwald, T., Guidolotti, G., Hanson, P.J., Harding, R., Hollinger, D.Y., Hutyra, L.R., Kolari, P., Kruijt, B., Kutsch, W., Lagergren, F., Laurila, T., Law, B.E., Le Maire, G., Lindroth, A., Loustau, D., Malhi, Y., Mateus, J., Migliavacca, M., Misson, L., Montagnani, L., Moncrieff, J., Moors, E., Munger, J.W., Nikinmaa, E., Ollinger, S.V., Pita, G., Rebmann, C., Roupsard, O., Saigusa, N., Sanz, M.J., Seufert, G., Sierra, C., Smith, M.L., Tang, J., Valentini, R., Vesala, T. & Janssens, I.A. (2007) The CO2-balance of boreal, temperate and tropical forest derived from a global database. Global Change Biology, 13, 2509-2537."
643,Boreal,Boreal coniferous forest,Asia,Irkutsk 2,,53,103,1.3,471,86.6,95,"Luyssaert et al., 2007",Tree rings,"Luyssaert, S., Inglima, I., Jung M., Richardson, A.D., Reichstein, M., Papale, D., Piao, S.L., Schulze, E.D., Wingate, L., Matteucci, G., Aragao, L., Aubinet, M., Beer, C., Bernhofer, C., Black, K.G., Bonal, D., Bonnefond, J.M., Chambers, J., Ciais, P., Cook, B., Davis, K.J., Dolman, A.J., Gielen, B., Goulden, M., Grace, J., Granier, A., Grelle, A., Griffis, T., GrÜNwald, T., Guidolotti, G., Hanson, P.J., Harding, R., Hollinger, D.Y., Hutyra, L.R., Kolari, P., Kruijt, B., Kutsch, W., Lagergren, F., Laurila, T., Law, B.E., Le Maire, G., Lindroth, A., Loustau, D., Malhi, Y., Mateus, J., Migliavacca, M., Misson, L., Montagnani, L., Moncrieff, J., Moors, E., Munger, J.W., Nikinmaa, E., Ollinger, S.V., Pita, G., Rebmann, C., Roupsard, O., Saigusa, N., Sanz, M.J., Seufert, G., Sierra, C., Smith, M.L., Tang, J., Valentini, R., Vesala, T. & Janssens, I.A. (2007) The CO2-balance of boreal, temperate and tropical forest derived from a global database. Global Change Biology, 13, 2509-2537."
644,Temperate,Temperate continental forest,Europe,Ispina Krakow,,50.1,20.37,7.8,729,114.4,100,"Luyssaert et al., 2007",Tree rings,"Luyssaert, S., Inglima, I., Jung M., Richardson, A.D., Reichstein, M., Papale, D., Piao, S.L., Schulze, E.D., Wingate, L., Matteucci, G., Aragao, L., Aubinet, M., Beer, C., Bernhofer, C., Black, K.G., Bonal, D., Bonnefond, J.M., Chambers, J., Ciais, P., Cook, B., Davis, K.J., Dolman, A.J., Gielen, B., Goulden, M., Grace, J., Granier, A., Grelle, A., Griffis, T., GrÜNwald, T., Guidolotti, G., Hanson, P.J., Harding, R., Hollinger, D.Y., Hutyra, L.R., Kolari, P., Kruijt, B., Kutsch, W., Lagergren, F., Laurila, T., Law, B.E., Le Maire, G., Lindroth, A., Loustau, D., Malhi, Y., Mateus, J., Migliavacca, M., Misson, L., Montagnani, L., Moncrieff, J., Moors, E., Munger, J.W., Nikinmaa, E., Ollinger, S.V., Pita, G., Rebmann, C., Roupsard, O., Saigusa, N., Sanz, M.J., Seufert, G., Sierra, C., Smith, M.L., Tang, J., Valentini, R., Vesala, T. & Janssens, I.A. (2007) The CO2-balance of boreal, temperate and tropical forest derived from a global database. Global Change Biology, 13, 2509-2537."
